book_id,title,author_id,categories,published_date,price,stock_quantity
393,Fully-configurable hybrid support,435,Fantasy,11/15/2016,32.7,53
394,Decentralized didactic customer loyalty,280,Non-Fiction,6/15/2021,39.21,14
395,Up-sized responsive model,354,Fantasy,12/3/2018,10.87,86
396,Cloned contextually-based challenge,695,Mystery,9/5/2015,27.4,85
397,Profit-focused national attitude,316,Fiction,1/15/2018,15.69,76
398,Centralized next generation core,57,Fiction,1/2/2022,14.98,27
399,Visionary heuristic projection,786,Non-Fiction,2/14/2017,39.61,37
400,Advanced web-enabled application,336,Fiction,12/15/2020,6.33,95
401,Function-based background firmware,441,Non-Fiction,8/20/2015,11.67,68
402,Customer-focused local Internet solution,721,Non-Fiction,1/20/2024,28,85
403,Balanced context-sensitive structure,826,Science Fiction,9/11/2017,9.16,94
404,Self-enabling local application,44,Fantasy,9/4/2022,6.81,9
405,Function-based methodical definition,321,Mystery,7/25/2022,24.88,51
406,Proactive 24/7 flexibility,727,Romance,6/16/2021,24.37,14
407,Re-contextualized optimal intranet,415,Fiction,11/13/2017,48.5,21
408,Down-sized explicit Internet solution,821,Mystery,11/8/2014,26.23,88
409,Proactive optimal hardware,371,Fiction,10/31/2021,25.21,13
410,Monitored reciprocal task-force,250,Fantasy,12/9/2015,31.9,67
411,Monitored eco-centric Local Area Network,81,Fantasy,5/18/2022,44.29,95
412,Self-enabling 4thgeneration installation,348,Non-Fiction,2/5/2018,20.65,21
413,Stand-alone radical application,79,Mystery,4/27/2024,33.85,67
414,Monitored heuristic Graphic Interface,523,Non-Fiction,11/26/2020,45.85,44
415,Future-proofed explicit customer loyalty,360,Romance,3/2/2022,48.15,82
416,Expanded contextually-based complexity,152,Non-Fiction,10/16/2015,10.51,32
417,Fundamental executive analyzer,203,Non-Fiction,12/25/2014,32.5,97
418,Multi-channeled 24hour structure,778,Romance,1/11/2018,9.31,98
419,Intuitive solution-oriented synergy,644,Fantasy,10/15/2020,26.4,72
420,Versatile 3rdgeneration installation,779,Mystery,10/6/2016,25.74,72
421,Virtual contextually-based functionalities,659,Romance,2/11/2018,49.4,41
422,Balanced leadingedge software,643,Science Fiction,7/2/2021,12.63,8
423,Enterprise-wide asymmetric benchmark,481,Fantasy,1/23/2022,33.77,35
424,Implemented modular strategy,606,Fiction,2/22/2018,21.48,9
425,Open-source human-resource infrastructure,318,Fantasy,2/21/2016,25.87,7
426,Profit-focused logistical orchestration,378,Science Fiction,10/30/2017,9.37,11
427,Total explicit product,630,Mystery,4/3/2017,28.3,59
428,Multi-tiered hybrid time-frame,595,Mystery,8/14/2017,47.98,94
429,Distributed impactful encryption,43,Fantasy,8/30/2018,45.99,73
430,Multi-channeled exuding data-warehouse,668,Non-Fiction,8/11/2021,20.14,60
431,Networked non-volatile neural-net,514,Non-Fiction,9/8/2019,48.13,57
432,Implemented asynchronous methodology,106,Science Fiction,10/10/2015,49.21,10
433,Phased tangible concept,517,Romance,11/16/2016,13.58,31
434,Function-based web-enabled application,725,Fantasy,11/11/2023,49.59,67
435,Customer-focused 3rdgeneration application,536,Mystery,4/7/2020,12.97,47
436,Down-sized local model,290,Fantasy,8/17/2021,23.98,43
437,Optimized foreground website,696,Mystery,3/7/2016,8.29,80
438,Open-architected secondary architecture,663,Science Fiction,6/27/2023,8.89,12
439,Adaptive value-added projection,572,Romance,7/6/2021,23,32
440,Versatile scalable strategy,742,Romance,9/23/2023,48.42,77
441,Digitized 24hour solution,154,Science Fiction,8/15/2018,9.58,84
442,Automated asymmetric groupware,145,Science Fiction,10/2/2016,19.64,83
443,Balanced systemic instruction set,716,Romance,10/2/2022,23.24,76
444,Cloned intangible policy,726,Fiction,3/19/2022,19.61,48
445,Virtual modular open system,659,Science Fiction,4/3/2017,41.77,85
446,Visionary object-oriented framework,720,Romance,6/21/2017,49.87,67
447,Vision-oriented heuristic installation,96,Romance,9/9/2017,35.49,65
448,Programmable neutral Internet solution,371,Fiction,6/14/2015,21.94,23
449,Horizontal solution-oriented encryption,220,Science Fiction,1/15/2017,47.69,62
450,Function-based optimizing monitoring,197,Non-Fiction,11/15/2015,49.99,19
451,Polarized well-modulated array,80,Science Fiction,10/13/2020,43.14,12
452,Robust value-added Internet solution,520,Mystery,12/14/2017,42.74,67
453,Cross-platform non-volatile matrices,39,Romance,12/21/2021,20.81,98
454,User-centric homogeneous Internet solution,633,Non-Fiction,3/4/2018,32.27,19
455,Configurable object-oriented circuit,167,Non-Fiction,4/28/2024,42.57,98
456,Adaptive empowering focus group,640,Non-Fiction,11/8/2020,37.72,5
457,Implemented intermediate capacity,421,Science Fiction,8/25/2023,35.75,30
458,Virtual demand-driven encryption,455,Mystery,4/15/2017,18.53,95
459,Devolved optimizing open architecture,803,Fantasy,3/22/2023,16.29,30
460,Virtual logistical migration,317,Fantasy,4/5/2016,45.76,24
461,Digitized zero administration migration,377,Romance,4/27/2017,47.66,56
462,Customizable intermediate capacity,473,Science Fiction,3/16/2024,40.23,64
463,Multi-layered local paradigm,541,Fantasy,4/7/2017,48.51,25
464,Innovative analyzing time-frame,821,Mystery,10/21/2019,12.08,32
465,Optional 3rdgeneration moratorium,54,Romance,7/27/2020,27.14,47
466,Mandatory clear-thinking attitude,568,Fiction,8/9/2020,37.29,66
467,Switchable neutral analyzer,128,Science Fiction,12/8/2016,9.68,20
468,Organized dynamic attitude,280,Fantasy,12/5/2022,45.82,18
469,Networked needs-based matrix,448,Fiction,3/16/2016,47.63,28
470,Multi-channeled impactful adapter,462,Science Fiction,5/15/2022,46.93,53
471,Multi-tiered background migration,55,Fantasy,11/10/2022,28.08,30
472,Persevering motivating superstructure,396,Fiction,2/6/2016,22.49,3
473,Diverse secondary toolset,327,Fiction,9/30/2014,42.91,83
474,Persistent content-based archive,344,Non-Fiction,12/1/2015,12.04,36
475,Phased analyzing portal,484,Romance,2/18/2019,42.56,97
476,Upgradable optimal product,723,Fantasy,2/3/2018,25.73,0
477,Balanced didactic Graphic Interface,82,Fiction,4/14/2021,17.25,19
478,Universal non-volatile access,562,Romance,9/28/2018,32.78,54
479,Realigned motivating algorithm,114,Science Fiction,1/18/2018,16.45,15
480,Front-line grid-enabled portal,49,Non-Fiction,11/11/2022,24.46,79
481,Programmable regional alliance,469,Fiction,9/22/2022,10.87,63
482,Organic value-added pricing structure,612,Mystery,1/20/2017,6.71,65
483,Enterprise-wide zero administration process improvement,589,Non-Fiction,12/17/2019,37.61,37
484,Ameliorated 24/7 software,440,Fiction,3/7/2023,33.04,30
485,Open-source reciprocal hub,585,Fantasy,7/19/2023,14.23,85
486,Innovative system-worthy secured line,88,Mystery,12/14/2022,48.87,8
487,Total eco-centric standardization,539,Mystery,9/14/2016,28.31,64
488,Persevering responsive definition,568,Fiction,1/19/2020,23.17,60
489,Synchronized global analyzer,45,Romance,2/3/2023,23.01,47
490,Sharable mobile extranet,260,Romance,11/26/2017,6.7,100
491,Upgradable 24hour model,70,Science Fiction,1/22/2023,16.6,84
492,Intuitive object-oriented moderator,644,Fiction,2/6/2016,39.94,94
493,Focused asymmetric architecture,775,Science Fiction,1/8/2017,11.86,45
494,Pre-emptive executive frame,560,Science Fiction,12/22/2015,41.78,22
495,Organized cohesive encryption,798,Romance,7/29/2022,26.43,89
496,Innovative discrete open system,491,Romance,12/12/2017,14.01,17
497,Reduced maximized success,65,Romance,7/2/2017,40.14,58
498,Phased scalable benchmark,38,Science Fiction,12/13/2018,14.86,25
499,Organic well-modulated paradigm,43,Science Fiction,1/2/2015,47.06,65
500,Face-to-face interactive implementation,408,Mystery,2/23/2023,26.82,4
501,Seamless non-volatile middleware,772,Romance,9/25/2016,14.4,45
502,Ergonomic zero administration firmware,800,Fiction,9/22/2015,44.09,42
503,Seamless optimizing hierarchy,280,Fiction,8/11/2016,41.16,55
504,Open-architected background data-warehouse,410,Romance,8/6/2020,25.34,49
505,Enhanced stable project,348,Non-Fiction,7/7/2018,27.82,63
506,Cross-group intermediate interface,377,Mystery,6/15/2015,17.73,10
507,De-engineered user-facing hierarchy,745,Fantasy,12/5/2017,9.46,77
508,Virtual responsive standardization,185,Mystery,7/28/2020,18.92,13
509,Advanced regional ability,82,Science Fiction,1/3/2021,35.07,39
510,Exclusive cohesive knowledgebase,457,Mystery,2/11/2015,37.57,21
511,Function-based dynamic leverage,707,Fantasy,2/18/2019,21.46,5
512,Cloned eco-centric firmware,745,Science Fiction,6/2/2021,33.04,55
513,Ergonomic optimal function,282,Romance,5/17/2021,49.11,7
514,Synergistic dynamic open system,77,Romance,12/21/2019,34.04,46
515,Managed zero administration utilization,526,Romance,3/29/2017,35.88,3
516,Streamlined human-resource process improvement,147,Mystery,2/15/2024,35.83,56
517,Visionary 6thgeneration adapter,36,Non-Fiction,7/26/2018,8.95,99
518,Grass-roots contextually-based implementation,661,Science Fiction,2/1/2023,21.92,72
519,Progressive contextually-based functionalities,34,Mystery,1/31/2018,12.74,57
520,Intuitive attitude-oriented time-frame,380,Science Fiction,11/30/2014,25.52,9
521,Optimized 24hour middleware,588,Non-Fiction,12/24/2018,29.29,50
522,Advanced demand-driven info-mediaries,322,Romance,1/22/2018,18.25,14
523,Inverse human-resource knowledgebase,27,Romance,12/6/2017,14.18,66
524,Synchronized 6thgeneration monitoring,397,Mystery,5/5/2024,11.17,99
525,Organic 24hour pricing structure,267,Romance,9/11/2020,25.63,78
526,User-friendly non-volatile ability,293,Romance,2/25/2019,46.32,62
527,Synergistic 5thgeneration architecture,205,Fiction,5/11/2015,11.96,9
528,Face-to-face intangible parallelism,463,Non-Fiction,9/14/2023,45.53,56
529,Polarized scalable extranet,90,Romance,5/28/2023,48.56,40
530,Cross-platform stable archive,684,Science Fiction,9/24/2023,37.21,70
531,Balanced non-volatile forecast,556,Science Fiction,9/27/2022,45.21,20
532,Programmable needs-based projection,729,Romance,6/29/2018,46.79,81
533,User-centric 6thgeneration budgetary management,179,Science Fiction,2/18/2023,28.38,15
534,Exclusive bi-directional knowledgebase,206,Non-Fiction,9/15/2018,16.41,63
535,Advanced solution-oriented product,27,Science Fiction,11/20/2017,30.37,47
536,Organic bandwidth-monitored toolset,479,Mystery,12/30/2014,11.7,11
537,Advanced human-resource framework,68,Science Fiction,4/24/2015,23.51,91
538,Team-oriented stable Internet solution,737,Fantasy,11/26/2019,29.12,98
539,Optimized fresh-thinking knowledge user,420,Mystery,1/12/2022,9.24,40
540,Switchable content-based methodology,658,Fiction,12/24/2014,25.79,87
541,Organized fault-tolerant forecast,530,Science Fiction,3/1/2015,11.64,99
542,Monitored asymmetric circuit,565,Romance,8/28/2019,31.85,98
543,Vision-oriented upward-trending hierarchy,133,Fantasy,12/10/2020,28.12,7
544,Decentralized client-server neural-net,128,Mystery,2/28/2024,12.72,21
545,Focused stable throughput,166,Science Fiction,10/2/2022,47.12,28
546,User-friendly incremental methodology,355,Mystery,1/20/2022,45.37,10
547,Exclusive encompassing system engine,257,Non-Fiction,1/15/2020,33.93,70
548,Profound methodical matrix,282,Non-Fiction,9/25/2019,33.49,78
549,Secured regional project,547,Fiction,1/27/2015,28.1,21
550,Automated full-range encoding,607,Mystery,9/25/2019,12.77,84
551,Organized discrete time-frame,640,Romance,2/28/2023,45.68,43
552,Multi-tiered coherent capability,578,Fiction,2/20/2015,42.3,3
553,Business-focused clear-thinking open architecture,84,Fiction,10/29/2021,47.73,98
554,Function-based 4thgeneration initiative,591,Science Fiction,1/17/2022,34.64,98
555,Streamlined regional forecast,586,Fantasy,4/7/2016,33.19,3
556,Cloned optimal benchmark,510,Romance,6/5/2023,30,82
557,Centralized optimizing model,310,Fantasy,8/17/2015,16.76,87
558,Managed impactful firmware,416,Science Fiction,11/15/2018,25.95,88
559,Compatible asymmetric flexibility,62,Non-Fiction,7/18/2019,25.33,61
560,Universal high-level Graphical User Interface,476,Non-Fiction,1/5/2023,20.96,18
561,Virtual attitude-oriented collaboration,321,Romance,7/5/2019,20.04,44
562,Down-sized hybrid conglomeration,409,Non-Fiction,10/1/2021,39.46,65
563,Multi-lateral leadingedge matrix,576,Fiction,11/8/2019,20.03,59
564,Multi-lateral well-modulated synergy,126,Science Fiction,11/8/2018,25.77,18
565,Visionary asymmetric throughput,100,Fiction,1/10/2021,18.76,49
566,Phased 3rdgeneration matrices,631,Fantasy,1/6/2017,16.91,20
567,Switchable 24hour standardization,336,Mystery,9/1/2022,37.72,24
568,Up-sized discrete website,782,Non-Fiction,1/20/2024,27.91,65
569,Devolved needs-based benchmark,479,Fantasy,5/29/2022,44.67,63
570,Persistent eco-centric protocol,24,Fiction,8/2/2017,47.58,64
571,Managed needs-based projection,469,Non-Fiction,1/8/2020,15.46,45
572,Devolved hybrid budgetary management,50,Fiction,6/6/2015,18.37,76
573,Multi-layered transitional support,670,Romance,5/16/2016,26.7,68
574,Seamless bandwidth-monitored middleware,9,Fiction,2/11/2020,24.95,33
575,Optimized 5thgeneration help-desk,745,Science Fiction,7/20/2020,39.6,46
576,Multi-lateral actuating functionalities,47,Fantasy,10/8/2020,8.24,71
577,Enterprise-wide incremental forecast,200,Science Fiction,1/22/2018,30.33,9
578,Robust holistic methodology,396,Mystery,9/16/2022,25.81,70
579,Realigned empowering Internet solution,287,Mystery,1/5/2018,35.93,15
580,Inverse bifurcated project,132,Fiction,9/12/2021,23.32,43
581,Versatile demand-driven knowledge user,572,Science Fiction,9/15/2022,39.21,25
582,Customer-focused bifurcated hardware,617,Mystery,3/3/2020,23.65,5
583,Assimilated 3rdgeneration productivity,47,Fiction,7/21/2024,12.02,42
584,Synchronized dedicated task-force,824,Fantasy,4/3/2019,28.84,19
585,Extended content-based service-desk,621,Mystery,8/28/2019,12.14,78
586,Distributed cohesive monitoring,327,Non-Fiction,11/28/2023,23.28,78
587,Secured full-range benchmark,758,Science Fiction,7/13/2023,32.11,64
588,Compatible 6thgeneration installation,522,Mystery,8/24/2024,27.54,72
589,Triple-buffered 24hour middleware,307,Fantasy,8/6/2023,41.88,47
590,Multi-tiered solution-oriented approach,340,Romance,4/19/2018,10.81,53
591,Fully-configurable attitude-oriented success,598,Science Fiction,2/15/2019,41.05,92
592,Operative well-modulated migration,705,Romance,10/22/2014,7.16,60
593,Profit-focused user-facing secured line,272,Romance,8/30/2022,40.44,99
594,Customer-focused bifurcated system engine,593,Mystery,8/23/2018,16,6
595,Devolved upward-trending toolset,598,Fantasy,2/26/2023,13.49,80
596,Focused attitude-oriented adapter,739,Mystery,2/22/2017,40.07,48
597,Programmable holistic info-mediaries,152,Romance,11/26/2019,16.65,73
598,Reverse-engineered dedicated infrastructure,718,Fiction,5/9/2020,14.38,56
599,Phased high-level capability,322,Fantasy,3/8/2017,12.65,88
600,Cross-platform holistic initiative,209,Fantasy,9/2/2021,28.07,78
601,Proactive clear-thinking architecture,483,Romance,3/25/2022,38,90
602,Sharable 6thgeneration artificial intelligence,142,Mystery,9/19/2019,15.11,41
603,Public-key full-range support,679,Fantasy,9/29/2022,29.11,40
604,Profit-focused didactic implementation,178,Fantasy,7/1/2016,46.12,43
605,Ameliorated next generation architecture,560,Science Fiction,6/19/2022,35.73,92
606,Object-based high-level product,698,Romance,10/23/2019,41.35,33
607,User-friendly discrete orchestration,625,Fantasy,11/1/2020,14.45,31
608,Synergistic national service-desk,286,Mystery,3/20/2021,19.12,38
609,Right-sized radical budgetary management,790,Science Fiction,12/30/2015,37.01,88
610,Function-based web-enabled neural-net,722,Fantasy,3/1/2019,19.94,44
611,Face-to-face stable website,574,Romance,1/15/2018,18.02,15
612,Realigned needs-based support,588,Romance,8/10/2023,29.89,50
613,Seamless 5thgeneration capacity,354,Non-Fiction,11/30/2019,18.77,36
614,Distributed mission-critical synergy,732,Fiction,9/22/2023,21.23,56
615,Ergonomic methodical solution,672,Science Fiction,9/2/2017,38.87,27
616,Robust user-facing matrix,207,Mystery,6/11/2023,17.92,71
617,Configurable dynamic implementation,713,Science Fiction,3/9/2024,12.03,78
618,Assimilated discrete open architecture,759,Mystery,10/22/2018,16.52,6
619,Right-sized full-range contingency,686,Mystery,12/20/2015,15.92,29
620,Reactive upward-trending hub,54,Fiction,5/27/2020,24.18,91
621,Public-key context-sensitive moderator,484,Fiction,6/17/2018,35.96,17
622,Progressive logistical project,6,Mystery,8/9/2021,49.02,20
623,Centralized interactive instruction set,417,Romance,1/31/2015,47.13,60
624,Re-engineered solution-oriented core,489,Romance,12/6/2023,14.77,36
625,Vision-oriented multimedia intranet,329,Science Fiction,2/23/2021,34.41,98
626,Horizontal multi-state structure,92,Romance,3/11/2016,31.25,68
627,Managed solution-oriented customer loyalty,757,Romance,11/13/2018,43.4,4
628,Synergistic 6thgeneration Graphical User Interface,180,Fantasy,1/19/2024,44.81,22
629,Configurable contextually-based pricing structure,38,Fantasy,6/18/2023,40.66,23
630,Synergized responsive access,767,Science Fiction,1/31/2015,44.57,1
631,Configurable explicit knowledge user,306,Mystery,4/9/2021,32.51,42
632,Multi-lateral hybrid help-desk,292,Fantasy,8/29/2022,49.51,69
633,Visionary scalable database,537,Fantasy,7/24/2015,45.12,17
634,Synergized bi-directional website,517,Fantasy,4/25/2022,17.99,14
635,Vision-oriented transitional hardware,339,Non-Fiction,6/24/2021,38.16,82
636,Stand-alone system-worthy flexibility,264,Romance,5/27/2016,14.18,94
637,Reduced mobile structure,346,Science Fiction,4/15/2023,30.97,96
638,Streamlined stable synergy,198,Non-Fiction,9/2/2022,32.87,81
639,Secured modular migration,416,Fantasy,1/9/2020,28.66,11
640,Synchronized web-enabled success,411,Romance,10/5/2014,10.19,17
641,Reduced high-level complexity,489,Science Fiction,7/19/2023,47.17,0
642,Balanced web-enabled open system,268,Fantasy,3/1/2019,16.35,96
643,Reactive fault-tolerant capacity,274,Science Fiction,7/5/2017,19.28,92
644,Networked tangible time-frame,587,Fiction,11/23/2022,17.5,46
645,Ergonomic asynchronous info-mediaries,710,Non-Fiction,10/6/2021,8.72,15
646,Decentralized system-worthy capability,477,Science Fiction,5/26/2021,13.02,87
647,Ameliorated secondary product,515,Romance,11/10/2019,39.86,88
648,Open-architected asymmetric matrices,121,Romance,6/1/2024,46.3,37
649,Ameliorated global attitude,377,Mystery,5/19/2022,15.71,17
650,Optimized 24/7 application,490,Non-Fiction,7/13/2021,26.01,77
651,Sharable bottom-line analyzer,383,Fantasy,7/20/2022,36.88,60
652,Cross-group needs-based Graphic Interface,776,Mystery,6/1/2023,41.28,27
653,Organized 3rdgeneration product,781,Non-Fiction,11/15/2020,35.93,76
654,Organic stable paradigm,807,Fiction,2/23/2020,29.11,67
655,Multi-tiered scalable hardware,721,Science Fiction,10/27/2019,9.43,72
656,Stand-alone needs-based time-frame,115,Fiction,6/14/2023,42.46,64
657,Exclusive maximized ability,208,Mystery,9/8/2016,29.6,21
658,Horizontal asynchronous implementation,336,Mystery,12/10/2022,25.43,87
659,Virtual multimedia data-warehouse,211,Romance,7/15/2019,31.65,11
660,Visionary leadingedge focus group,523,Fantasy,7/18/2015,41.57,58
661,Persevering secondary model,136,Mystery,4/14/2017,24.27,72
662,Exclusive bi-directional installation,60,Mystery,9/13/2018,26.33,39
663,Distributed value-added toolset,741,Fiction,12/10/2014,23.41,0
664,Total object-oriented moderator,764,Non-Fiction,7/7/2016,31.44,5
665,Visionary exuding functionalities,434,Science Fiction,2/4/2019,36.81,69
666,Progressive multi-tasking website,62,Fiction,5/16/2016,49.38,60
667,Upgradable well-modulated conglomeration,33,Science Fiction,2/11/2017,23.98,98
668,Multi-channeled client-driven architecture,139,Romance,8/16/2022,49.04,82
669,Decentralized responsive knowledge user,431,Science Fiction,1/25/2021,49.68,48
670,Grass-roots multi-tasking Graphic Interface,460,Fantasy,10/19/2022,22.52,87
671,Multi-channeled homogeneous encryption,678,Mystery,3/14/2019,11.84,44
672,Versatile didactic service-desk,122,Non-Fiction,6/20/2022,49.68,50
673,Digitized background extranet,542,Non-Fiction,11/26/2014,38.02,28
674,Diverse human-resource algorithm,4,Fiction,3/17/2023,49.04,59
675,Upgradable asymmetric forecast,690,Romance,10/27/2019,29.95,68
676,Persevering dynamic hub,389,Non-Fiction,3/20/2020,16.88,44
677,Balanced discrete success,159,Science Fiction,11/18/2022,14.28,92
678,Persistent background knowledgebase,784,Fiction,10/15/2015,7.41,84
679,Persevering asynchronous capability,430,Mystery,12/3/2014,39.7,2
680,Synergized tertiary adapter,247,Non-Fiction,9/25/2021,8.95,76
681,Multi-lateral stable open system,35,Fantasy,6/21/2017,32.29,90
682,Networked solution-oriented Graphical User Interface,50,Non-Fiction,4/6/2018,38.57,51
683,Cross-group zero tolerance analyzer,450,Non-Fiction,1/10/2016,29.74,96
684,User-centric homogeneous Local Area Network,795,Fiction,2/25/2016,12.16,37
685,Monitored object-oriented challenge,240,Romance,5/16/2015,31.34,73
686,Cloned holistic success,613,Romance,9/9/2018,42,30
687,Multi-layered holistic firmware,310,Non-Fiction,9/30/2020,49.36,66
688,User-centric real-time artificial intelligence,227,Fantasy,5/19/2020,19.21,7
689,Advanced responsive complexity,571,Mystery,10/24/2022,44.7,22
690,Cross-platform regional hub,642,Romance,2/16/2020,24.79,63
691,Digitized hybrid intranet,49,Science Fiction,5/25/2019,47.42,85
692,Organic stable time-frame,391,Mystery,7/22/2021,20.01,53
693,Public-key grid-enabled toolset,419,Non-Fiction,12/20/2017,19.19,23
694,Adaptive dedicated array,773,Mystery,10/30/2022,26.82,28
695,De-engineered exuding neural-net,308,Romance,10/23/2020,12.34,59
696,Focused 6thgeneration framework,60,Mystery,12/9/2017,24.15,53
697,Horizontal high-level firmware,571,Mystery,10/6/2018,11.89,31
698,Open-architected intermediate hardware,262,Non-Fiction,9/19/2018,20.52,10
699,Customizable mission-critical benchmark,461,Science Fiction,3/19/2021,10.06,92
700,Managed secondary circuit,196,Fiction,7/20/2024,17.8,86
701,Configurable real-time task-force,620,Mystery,8/6/2019,7.73,9
702,Focused heuristic system engine,193,Mystery,11/9/2019,37.86,71
703,Right-sized non-volatile function,223,Fantasy,2/8/2022,15.18,42
704,Centralized discrete info-mediaries,311,Fiction,8/19/2020,15.31,24
705,Synchronized multi-state attitude,760,Fiction,2/2/2024,38.85,96
706,Optimized zero tolerance array,491,Non-Fiction,4/27/2017,36.6,90
707,Multi-lateral needs-based projection,210,Fantasy,2/11/2023,46.26,70
708,Grass-roots directional model,330,Science Fiction,11/8/2014,22.74,68
709,Reduced object-oriented architecture,665,Science Fiction,2/26/2024,19.56,46
710,Distributed client-server emulation,526,Fantasy,4/25/2018,26.49,92
711,User-centric grid-enabled interface,481,Science Fiction,5/28/2024,46.22,47
712,Phased optimal migration,321,Fantasy,6/2/2020,8,28
713,Cloned well-modulated firmware,760,Non-Fiction,9/19/2019,6.7,70
714,Progressive optimizing orchestration,599,Mystery,1/27/2020,37.67,37
715,Streamlined object-oriented leverage,157,Non-Fiction,12/16/2016,20.5,48
716,Virtual cohesive firmware,584,Non-Fiction,1/20/2016,27.96,83
717,Public-key background knowledgebase,702,Science Fiction,8/2/2015,17.31,62
718,Fully-configurable client-driven intranet,741,Romance,5/22/2021,38.53,58
719,Networked responsive secured line,173,Romance,5/16/2019,40.97,21
720,Function-based upward-trending middleware,144,Romance,2/2/2020,30.04,23
721,Synergistic heuristic conglomeration,556,Romance,8/16/2021,48.11,67
722,Assimilated next generation array,35,Fiction,6/29/2020,47.58,85
723,Streamlined client-server success,50,Fiction,3/1/2019,24.14,80
724,Object-based non-volatile extranet,237,Fiction,5/6/2024,37.11,1
725,Balanced heuristic methodology,224,Mystery,12/19/2018,26.05,7
726,Implemented systemic functionalities,633,Romance,1/4/2018,35.33,78
727,Versatile bifurcated standardization,495,Romance,6/23/2021,27.46,0
728,Digitized neutral migration,545,Mystery,2/19/2021,24.09,2
729,Exclusive motivating functionalities,543,Romance,2/5/2015,18.08,36
730,Multi-channeled client-driven pricing structure,18,Mystery,8/15/2018,41.77,86
731,Profound didactic approach,441,Non-Fiction,6/17/2019,10.7,12
732,Cross-platform explicit array,537,Non-Fiction,6/27/2017,16.59,79
733,Public-key bottom-line focus group,540,Science Fiction,12/21/2016,41.86,34
734,Open-source object-oriented open system,815,Fantasy,4/8/2016,9.47,51
735,Secured uniform extranet,471,Mystery,1/3/2022,16.69,89
736,Reduced 6thgeneration Internet solution,232,Science Fiction,4/11/2019,36.09,10
737,Innovative 3rdgeneration capacity,670,Romance,9/14/2021,39.41,11
738,Managed encompassing contingency,416,Fantasy,3/15/2020,22.59,60
739,Visionary system-worthy capacity,58,Romance,11/9/2023,6.41,21
740,User-friendly local emulation,85,Fantasy,10/20/2018,43.18,82
741,Stand-alone multimedia collaboration,804,Science Fiction,12/26/2014,30.89,12
742,Progressive dynamic customer loyalty,541,Fiction,1/2/2016,16.1,88
743,Profound transitional database,581,Fantasy,7/20/2021,17.92,9
744,Switchable interactive monitoring,701,Science Fiction,7/7/2018,45.56,72
745,Persistent zero administration attitude,674,Fiction,5/27/2015,13.88,40
746,Balanced mission-critical standardization,17,Non-Fiction,3/8/2020,31.82,96
747,User-friendly tangible info-mediaries,730,Fantasy,12/8/2018,46.86,38
748,Cross-platform incremental encryption,167,Mystery,5/22/2023,16.57,49
749,Multi-channeled well-modulated orchestration,694,Mystery,10/19/2019,20.59,96
750,Customizable incremental adapter,758,Non-Fiction,9/10/2015,40.77,88
751,Polarized dedicated installation,742,Fiction,5/23/2015,28.02,44
752,Enterprise-wide executive encryption,55,Fiction,6/14/2018,25.22,9
753,Horizontal 3rdgeneration toolset,349,Mystery,8/2/2015,39.83,76
754,Multi-lateral 4thgeneration hardware,407,Science Fiction,5/13/2024,7.29,34
755,Open-architected encompassing monitoring,803,Fantasy,6/28/2021,27.58,45
756,Front-line logistical middleware,567,Fantasy,6/3/2017,24.99,87
757,Profit-focused attitude-oriented focus group,600,Romance,9/19/2016,22.71,98
758,Compatible motivating emulation,634,Science Fiction,7/6/2019,41.1,91
759,Pre-emptive explicit adapter,76,Fiction,6/22/2017,17.78,48
760,Phased homogeneous focus group,729,Romance,12/25/2020,12.78,49
761,Synergized scalable website,325,Science Fiction,6/10/2015,10.68,0
762,Universal solution-oriented artificial intelligence,316,Fantasy,2/1/2023,21.83,34
763,Right-sized impactful help-desk,105,Non-Fiction,7/31/2020,9.83,55
764,Diverse empowering hardware,460,Mystery,2/23/2023,30.4,52
765,Reverse-engineered stable Local Area Network,106,Fiction,11/8/2017,9.93,70
766,Reduced global migration,96,Mystery,10/15/2015,32.3,41
767,Decentralized grid-enabled alliance,395,Fiction,10/26/2018,18.83,49
768,User-centric empowering architecture,798,Fiction,9/16/2023,37.88,71
769,Mandatory holistic toolset,249,Mystery,1/5/2017,28.92,87
770,Down-sized secondary support,390,Non-Fiction,3/10/2019,12.1,38
771,Intuitive incremental knowledge user,275,Fantasy,9/14/2023,12.41,21
772,Self-enabling motivating hardware,446,Science Fiction,4/9/2021,24.52,61
773,Adaptive composite system engine,802,Fiction,11/13/2018,21.88,31
774,Advanced multi-tasking instruction set,739,Romance,3/31/2023,27.81,78
775,Multi-channeled transitional complexity,201,Fantasy,1/5/2017,10.7,38
776,Cross-platform 24hour structure,7,Fantasy,2/23/2022,20.61,79
777,Networked grid-enabled conglomeration,390,Science Fiction,9/23/2017,25.36,55
778,Upgradable client-server success,667,Mystery,12/3/2017,11.98,41
779,Polarized demand-driven superstructure,618,Romance,1/4/2021,14.83,40
780,Pre-emptive attitude-oriented standardization,182,Fantasy,4/11/2015,48.61,37
781,Versatile 24/7 strategy,753,Romance,8/27/2020,33.84,73
782,Universal coherent synergy,801,Non-Fiction,11/3/2019,20.33,35
783,Team-oriented foreground encryption,805,Fantasy,11/8/2014,22.05,72
784,Universal systematic structure,205,Mystery,5/30/2018,49.87,23
785,Public-key stable instruction set,699,Mystery,5/29/2015,7.17,93
